click_id,customer_id,anonymous_id,channel,clicked_at,campaign,utm_source,utm_medium
CLK000312,CUST0002,,meta_ads,2023-07-21T14:23:35,Campaign_6,newsletter,cpc
CLK000313,CUST0218,,meta_ads,2023-09-25T14:34:04,Campaign_8,google,organic
CLK000314,CUST0048,,meta_ads,2023-04-19T10:58:14,Campaign_3,newsletter,email
CLK000315,,jkHmznVfUL,google_ads,2023-08-25T14:10:11,Campaign_5,facebook,cpc
CLK000316,CUST0225,,email,2023-04-03T14:36:25,Campaign_8,tiktok,cpc
CLK000317,CUST0190,,email,2023-06-26T20:06:55,Campaign_2,tiktok,cpm
CLK000318,CUST0176,,google_ads,2023-11-30T18:27:59,Campaign_6,facebook,organic
CLK000319,CUST0116,,google_ads,2023-12-02T08:32:49,Campaign_10,tiktok,organic
CLK000320,CUST0353,,email,2023-07-10T22:56:33,Campaign_8,facebook,email
CLK000321,CUST0152,,meta_ads,2023-07-09T17:44:29,Campaign_4,newsletter,organic
CLK000322,CUST0233,,meta_ads,2023-03-28T10:06:07,Campaign_9,google,email
CLK000323,CUST0492,,google_ads,2023-02-19T13:52:27,Campaign_10,facebook,cpc
CLK000324,,mfIHmkfyjX,google_ads,2023-03-11T04:11:57,Campaign_5,newsletter,organic
CLK000325,CUST0489,,email,2023-11-20T05:27:47,Campaign_5,google,cpm
CLK000326,CUST0109,,meta_ads,2023-11-16T12:49:38,Campaign_3,facebook,cpm
CLK000327,CUST0439,,meta_ads,2023-12-18T23:46:59,Campaign_1,newsletter,cpm
CLK000328,CUST0269,,tiktok,2023-12-11T06:38:03,Campaign_8,google,organic
CLK000329,CUST0107,,email,2023-11-19T17:10:03,Campaign_2,facebook,email
CLK000330,CUST0007,,email,2023-05-18T04:36:19,Campaign_9,newsletter,cpm
CLK000331,CUST0246,,email,2023-03-07T19:26:39,Campaign_2,facebook,cpc
CLK000332,CUST0218,,email,2023-03-14T03:48:58,Campaign_3,newsletter,cpc
CLK000333,,AGQkdfmWRp,email,2023-07-31T10:46:39,Campaign_9,facebook,cpc
CLK000334,CUST0102,,organic,2023-09-05T18:07:09,Campaign_5,newsletter,cpm
CLK000335,CUST0279,,google_ads,2023-02-07T04:09:21,Campaign_4,facebook,email
CLK000336,CUST0032,,tiktok,2023-08-12T06:06:38,Campaign_5,newsletter,cpm
CLK000337,CUST0157,,tiktok,2023-05-02T14:51:35,Campaign_5,google,email
CLK000338,CUST0439,,organic,2023-12-09T15:55:46,Campaign_1,google,organic
CLK000339,CUST0468,,meta_ads,2023-12-23T14:24:42,Campaign_6,tiktok,cpm
CLK000340,CUST0438,,meta_ads,2023-12-23T05:06:17,Campaign_5,google,cpc
CLK000341,CUST0399,,email,2023-01-11T15:41:57,Campaign_9,facebook,cpm
CLK000342,,AqPhVozYNX,email,2023-07-08T20:54:09,Campaign_6,facebook,email
CLK000343,CUST0036,,tiktok,2023-06-15T12:10:45,Campaign_5,google,organic
CLK000344,CUST0453,,meta_ads,2023-03-26T00:39:59,Campaign_1,newsletter,cpc
CLK000345,CUST0196,,organic,2023-06-11T14:15:55,Campaign_8,google,email
CLK000346,CUST0110,,meta_ads,2023-02-05T04:33:10,Campaign_2,google,email
CLK000347,CUST0357,,google_ads,2023-02-10T12:38:04,Campaign_10,tiktok,organic
CLK000348,CUST0381,,meta_ads,2023-01-10T22:15:09,Campaign_10,facebook,email
CLK000349,CUST0106,,google_ads,2023-11-23T14:54:26,Campaign_4,tiktok,cpc
CLK000350,CUST0118,,organic,2023-07-11T10:06:36,Campaign_10,google,email
CLK000351,,aXzGkvQETU,tiktok,2023-12-24T02:45:02,Campaign_6,facebook,cpc
CLK000352,CUST0245,,meta_ads,2023-11-10T04:40:03,Campaign_2,newsletter,cpm
CLK000353,CUST0425,,tiktok,2023-06-24T06:48:04,Campaign_5,facebook,organic
CLK000354,CUST0221,,email,2023-04-15T20:44:05,Campaign_8,facebook,cpm
CLK000355,CUST0185,,tiktok,2023-01-24T13:01:05,Campaign_7,tiktok,cpm
CLK000356,CUST0295,,email,2023-01-10T08:25:06,Campaign_6,facebook,email
CLK000357,CUST0414,,organic,2023-08-31T10:38:01,Campaign_2,facebook,cpc
CLK000358,CUST0417,,organic,2023-03-03T17:07:07,Campaign_1,tiktok,email
CLK000359,CUST0281,,email,2023-01-09T19:31:25,Campaign_4,tiktok,organic
CLK000360,,aYfFPYvSWM,tiktok,2023-05-05T23:42:15,Campaign_7,tiktok,email
CLK000361,CUST0381,,email,2023-10-30T20:10:39,Campaign_2,newsletter,organic
CLK000362,CUST0151,,meta_ads,2023-01-14T01:19:34,Campaign_6,tiktok,cpc
CLK000363,CUST0475,,tiktok,2023-12-18T03:36:22,Campaign_2,tiktok,organic
CLK000364,CUST0215,,organic,2023-11-06T17:50:23,Campaign_5,google,cpm
CLK000365,CUST0025,,google_ads,2023-10-11T05:59:25,Campaign_7,newsletter,organic
CLK000366,CUST0308,,email,2023-09-21T21:53:51,Campaign_4,google,cpc
CLK000367,CUST0037,,meta_ads,2023-12-10T09:56:12,Campaign_5,google,organic
CLK000368,CUST0448,,google_ads,2023-05-16T13:59:01,Campaign_9,google,email
CLK000369,,GadnOXsAac,google_ads,2023-12-12T10:22:04,Campaign_5,google,cpc
CLK000370,CUST0150,,organic,2023-04-09T23:33:38,Campaign_6,tiktok,email
CLK000371,CUST0198,,email,2023-11-04T13:22:03,Campaign_4,tiktok,email
CLK000372,CUST0180,,meta_ads,2023-05-21T07:23:17,Campaign_7,google,organic
CLK000373,CUST0459,,email,2023-08-14T14:57:32,Campaign_10,facebook,organic
CLK000374,CUST0203,,organic,2023-02-22T06:06:33,Campaign_6,newsletter,email
CLK000375,CUST0031,,google_ads,2023-03-16T17:26:53,Campaign_9,google,email
CLK000376,CUST0309,,tiktok,2023-10-14T19:07:26,Campaign_2,google,cpc
CLK000377,CUST0088,,google_ads,2023-11-04T19:45:06,Campaign_7,tiktok,cpm
CLK000378,,JtCgDFqfWw,google_ads,2023-10-29T07:44:59,Campaign_8,tiktok,cpc
CLK000379,CUST0324,,organic,2023-09-23T13:07:48,Campaign_5,newsletter,email
CLK000380,CUST0439,,organic,2023-12-08T00:25:54,Campaign_4,google,cpc
CLK000381,CUST0354,,meta_ads,2023-10-29T17:10:18,Campaign_3,facebook,cpc
CLK000382,CUST0299,,organic,2023-06-06T02:55:00,Campaign_8,google,cpm
CLK000383,CUST0186,,tiktok,2023-05-26T22:16:15,Campaign_2,newsletter,organic
CLK000384,CUST0472,,tiktok,2023-04-18T23:44:28,Campaign_7,newsletter,organic
CLK000385,CUST0188,,email,2023-08-24T17:04:58,Campaign_3,tiktok,organic
CLK000386,CUST0044,,email,2023-03-30T12:27:51,Campaign_3,google,cpc
CLK000387,,SPSGoMJNWE,meta_ads,2023-10-31T08:45:21,Campaign_10,newsletter,organic
CLK000388,CUST0295,,google_ads,2023-10-06T16:22:42,Campaign_5,tiktok,organic
CLK000389,CUST0011,,google_ads,2023-08-12T02:05:56,Campaign_5,newsletter,organic
CLK000390,CUST0436,,email,2023-04-10T01:24:43,Campaign_7,facebook,cpm
CLK000391,CUST0330,,tiktok,2023-08-06T14:50:22,Campaign_9,newsletter,cpc
CLK000392,CUST0330,,organic,2023-10-20T00:37:35,Campaign_4,newsletter,email
CLK000393,CUST0342,,organic,2023-06-12T08:37:14,Campaign_5,newsletter,cpm
CLK000394,CUST0232,,email,2023-01-18T14:06:06,Campaign_6,facebook,organic
CLK000395,CUST0439,,meta_ads,2023-05-17T03:55:53,Campaign_2,google,email
CLK000396,,ggBxwPwKuc,email,2023-02-01T16:41:56,Campaign_10,google,cpm
CLK000397,CUST0458,,tiktok,2023-03-05T13:37:31,Campaign_7,tiktok,cpm
CLK000398,CUST0176,,email,2023-09-13T11:20:12,Campaign_10,facebook,cpc
CLK000399,CUST0230,,organic,2023-12-02T19:19:12,Campaign_10,newsletter,cpc
CLK000400,CUST0272,,tiktok,2023-06-13T06:58:25,Campaign_8,tiktok,cpc
CLK000401,CUST0014,,tiktok,2023-11-25T10:38:10,Campaign_7,facebook,email
CLK000402,CUST0249,,google_ads,2023-09-14T22:18:57,Campaign_5,tiktok,email
CLK000403,CUST0245,,organic,2023-12-23T00:16:57,Campaign_2,tiktok,cpc
CLK000404,CUST0182,,organic,2023-11-25T12:04:57,Campaign_8,google,cpm
CLK000405,,YZMKsYnoHO,email,2023-12-08T00:05:46,Campaign_9,tiktok,email
CLK000406,CUST0416,,tiktok,2023-02-21T08:03:27,Campaign_6,newsletter,cpm
CLK000407,CUST0252,,tiktok,2023-12-19T00:45:36,Campaign_5,tiktok,organic
CLK000408,CUST0173,,tiktok,2023-10-03T13:11:38,Campaign_8,newsletter,email
CLK000409,CUST0108,,meta_ads,2023-11-18T14:13:21,Campaign_6,tiktok,cpm
CLK000410,CUST0002,,tiktok,2023-01-11T05:55:22,Campaign_10,tiktok,cpm
CLK000411,CUST0400,,google_ads,2023-09-24T08:21:35,Campaign_8,facebook,email
CLK000412,CUST0476,,organic,2023-02-20T18:35:41,Campaign_9,facebook,email
CLK000413,CUST0200,,email,2023-05-07T23:43:06,Campaign_9,newsletter,cpc
CLK000414,,XCZRSMHwum,organic,2023-11-11T22:39:43,Campaign_10,google,cpm
CLK000415,CUST0399,,organic,2023-06-19T00:09:39,Campaign_5,tiktok,cpm
CLK000416,CUST0329,,email,2023-11-16T22:31:49,Campaign_5,facebook,organic
CLK000417,CUST0024,,google_ads,2023-07-07T04:03:44,Campaign_10,newsletter,cpc
CLK000418,CUST0222,,tiktok,2023-03-28T23:13:04,Campaign_8,newsletter,email
CLK000419,CUST0349,,email,2023-04-10T10:32:40,Campaign_3,tiktok,email
CLK000420,CUST0055,,organic,2023-04-22T19:40:14,Campaign_10,google,cpc
CLK000421,CUST0200,,meta_ads,2023-09-22T05:21:27,Campaign_7,tiktok,cpc
CLK000422,CUST0438,,organic,2023-11-08T18:47:54,Campaign_3,tiktok,cpm
CLK000423,,rfFsFByAky,google_ads,2023-01-09T04:59:25,Campaign_9,google,cpm
CLK000424,CUST0111,,tiktok,2023-11-17T07:56:55,Campaign_10,google,cpm
CLK000425,CUST0107,,organic,2023-04-27T08:57:23,Campaign_4,facebook,email
CLK000426,CUST0294,,meta_ads,2023-10-22T08:04:57,Campaign_5,tiktok,cpc
CLK000427,CUST0283,,google_ads,2023-02-05T01:32:06,Campaign_7,tiktok,cpc
CLK000428,CUST0061,,meta_ads,2023-08-11T06:48:37,Campaign_5,newsletter,organic
CLK000429,CUST0021,,meta_ads,2023-01-27T11:24:09,Campaign_2,facebook,email
CLK000430,CUST0307,,google_ads,2023-04-13T04:54:01,Campaign_7,tiktok,organic
CLK000431,CUST0050,,google_ads,2023-09-11T19:17:20,Campaign_3,google,cpm
CLK000432,,QDVZZFuwwE,meta_ads,2023-03-26T05:07:16,Campaign_10,tiktok,cpm
CLK000433,CUST0286,,meta_ads,2023-10-08T00:18:27,Campaign_8,tiktok,organic
CLK000434,CUST0454,,meta_ads,2023-07-25T19:02:12,Campaign_9,tiktok,email
CLK000435,CUST0125,,organic,2023-10-07T10:17:02,Campaign_8,facebook,organic
CLK000436,CUST0322,,email,2023-09-02T15:15:16,Campaign_6,google,cpm
CLK000437,CUST0005,,meta_ads,2023-12-06T12:08:08,Campaign_8,newsletter,cpm
CLK000438,CUST0351,,google_ads,2023-06-26T07:06:30,Campaign_10,facebook,cpc
CLK000439,CUST0206,,meta_ads,2023-05-19T22:28:18,Campaign_1,tiktok,organic
CLK000440,CUST0102,,meta_ads,2023-06-14T20:48:00,Campaign_8,facebook,organic
CLK000441,,SIpOAJhXLN,organic,2023-08-17T19:35:25,Campaign_4,tiktok,cpc
CLK000442,CUST0411,,meta_ads,2023-11-29T01:27:32,Campaign_9,newsletter,email
CLK000443,CUST0085,,email,2023-07-09T08:41:43,Campaign_8,tiktok,email
CLK000444,CUST0404,,email,2023-05-29T22:56:38,Campaign_10,google,cpc
CLK000445,CUST0151,,google_ads,2023-06-22T02:07:03,Campaign_7,facebook,email
CLK000446,CUST0444,,email,2023-11-05T12:08:04,Campaign_7,tiktok,cpm
CLK000447,CUST0428,,tiktok,2023-02-08T23:09:41,Campaign_6,newsletter,cpm
CLK000448,CUST0039,,email,2023-01-20T11:51:24,Campaign_3,google,organic
CLK000449,CUST0011,,tiktok,2023-01-31T02:17:13,Campaign_1,newsletter,cpc
CLK000450,,DhOoOmcWvw,google_ads,2023-04-24T01:18:01,Campaign_10,newsletter,cpm
CLK000451,CUST0410,,tiktok,2023-05-04T10:34:41,Campaign_1,google,cpm
CLK000452,CUST0190,,meta_ads,2023-12-17T13:12:38,Campaign_2,google,cpc
CLK000453,CUST0452,,google_ads,2023-10-07T08:08:16,Campaign_6,tiktok,organic
CLK000454,CUST0203,,organic,2023-11-24T12:32:22,Campaign_4,google,cpm
CLK000455,CUST0245,,google_ads,2023-09-27T16:19:51,Campaign_1,google,email
CLK000456,CUST0141,,email,2023-03-16T00:07:47,Campaign_2,newsletter,organic
CLK000457,CUST0213,,google_ads,2023-11-08T10:20:23,Campaign_8,facebook,cpc
CLK000458,CUST0095,,google_ads,2023-10-02T01:04:18,Campaign_8,facebook,email
CLK000459,,lRzGcRTfTp,meta_ads,2023-06-10T16:15:23,Campaign_3,google,cpm
CLK000460,CUST0471,,meta_ads,2023-10-09T22:34:27,Campaign_5,google,cpc
CLK000461,CUST0213,,google_ads,2023-03-23T01:22:29,Campaign_9,newsletter,organic
CLK000462,CUST0139,,email,2023-06-15T13:55:36,Campaign_7,google,cpm
CLK000463,CUST0469,,tiktok,2023-11-29T02:47:10,Campaign_2,tiktok,cpm
CLK000464,CUST0175,,email,2023-10-08T08:17:22,Campaign_1,tiktok,email
CLK000465,CUST0043,,google_ads,2023-11-19T08:37:46,Campaign_9,google,cpc
CLK000466,CUST0490,,tiktok,2023-05-12T15:21:10,Campaign_1,google,organic
CLK000467,CUST0383,,meta_ads,2023-12-25T08:24:38,Campaign_2,google,organic
CLK000468,,FVYQvRhvOP,tiktok,2023-11-06T09:41:59,Campaign_8,newsletter,email
CLK000469,CUST0214,,google_ads,2023-11-26T01:50:26,Campaign_6,tiktok,organic
CLK000470,CUST0193,,meta_ads,2023-05-04T01:00:57,Campaign_8,tiktok,cpc
CLK000471,CUST0429,,tiktok,2023-03-07T16:30:29,Campaign_3,tiktok,email
CLK000472,CUST0443,,tiktok,2023-10-22T00:53:11,Campaign_1,newsletter,organic
CLK000473,CUST0340,,email,2023-06-11T04:22:13,Campaign_2,newsletter,organic
CLK000474,CUST0437,,tiktok,2023-12-08T16:25:23,Campaign_2,facebook,email
CLK000475,CUST0398,,organic,2023-02-12T11:24:14,Campaign_2,tiktok,cpc
CLK000476,CUST0196,,google_ads,2023-05-24T08:12:19,Campaign_9,google,cpc
CLK000477,,DISszCuMtX,google_ads,2023-04-13T00:06:18,Campaign_5,tiktok,cpc
CLK000478,CUST0462,,tiktok,2023-12-18T21:48:29,Campaign_5,facebook,organic
CLK000479,CUST0393,,meta_ads,2023-10-18T18:34:31,Campaign_7,newsletter,cpc
CLK000480,CUST0272,,email,2023-01-24T12:41:38,Campaign_6,google,cpc
CLK000481,CUST0169,,google_ads,2023-03-30T06:52:30,Campaign_8,newsletter,cpm
CLK000482,CUST0211,,email,2023-04-08T21:25:46,Campaign_10,newsletter,cpc
CLK000483,CUST0151,,meta_ads,2023-04-09T22:46:59,Campaign_2,newsletter,cpc
CLK000484,CUST0151,,meta_ads,2023-12-06T11:10:46,Campaign_1,newsletter,email
CLK000485,CUST0338,,email,2023-01-31T12:34:09,Campaign_8,google,cpc
CLK000486,,wenwDiWEHy,organic,2023-10-14T07:11:23,Campaign_2,google,organic
CLK000487,CUST0129,,google_ads,2023-12-03T03:28:42,Campaign_8,google,organic
CLK000488,CUST0020,,google_ads,2023-11-06T08:13:57,Campaign_8,newsletter,cpc
CLK000489,CUST0042,,organic,2023-05-16T02:19:14,Campaign_2,google,cpc
CLK000490,CUST0461,,organic,2023-12-21T09:57:03,Campaign_8,tiktok,cpm
CLK000491,CUST0260,,tiktok,2023-05-23T19:25:43,Campaign_6,newsletter,email
CLK000492,CUST0053,,email,2023-08-31T18:39:11,Campaign_7,newsletter,email
CLK000493,CUST0410,,google_ads,2023-06-18T08:13:13,Campaign_7,newsletter,cpm
CLK000494,CUST0353,,google_ads,2023-08-23T14:44:02,Campaign_3,facebook,cpm
CLK000495,,pSnaHPfiXM,email,2023-07-08T11:06:25,Campaign_9,facebook,cpm
CLK000496,CUST0217,,organic,2023-12-21T00:39:06,Campaign_5,google,cpc
CLK000497,CUST0088,,google_ads,2023-05-15T02:21:34,Campaign_10,tiktok,organic
CLK000498,CUST0353,,organic,2023-09-01T21:51:03,Campaign_7,google,cpc
CLK000499,CUST0091,,meta_ads,2023-05-13T21:55:37,Campaign_7,facebook,cpc
CLK000500,CUST0273,,meta_ads,2023-06-11T03:32:06,Campaign_2,google,cpc
CLK000501,CUST0077,,tiktok,2023-07-10T15:25:07,Campaign_1,google,email
CLK000502,CUST0448,,meta_ads,2023-10-06T17:17:42,Campaign_1,newsletter,cpm
CLK000503,CUST0235,,google_ads,2023-03-29T22:59:31,Campaign_6,tiktok,organic
CLK000504,,UGquUNwvZv,tiktok,2023-07-30T08:53:38,Campaign_7,facebook,email
CLK000505,CUST0439,,google_ads,2023-02-21T13:21:15,Campaign_6,facebook,email
CLK000506,CUST0263,,organic,2023-03-15T00:21:25,Campaign_3,google,cpm
CLK000507,CUST0092,,tiktok,2023-12-06T01:48:18,Campaign_5,tiktok,cpc
CLK000508,CUST0413,,email,2023-12-21T20:22:28,Campaign_1,newsletter,organic
CLK000509,CUST0010,,email,2023-06-20T13:34:43,Campaign_9,newsletter,cpm
CLK000510,CUST0422,,email,2023-07-13T09:51:42,Campaign_2,facebook,organic
CLK000511,CUST0457,,google_ads,2023-10-21T02:01:36,Campaign_1,google,cpc
CLK000512,CUST0224,,organic,2023-05-06T06:58:23,Campaign_9,tiktok,organic
CLK000513,,ZYmKQDXNod,tiktok,2023-11-21T21:07:56,Campaign_7,google,email
CLK000514,CUST0455,,google_ads,2023-05-30T01:23:48,Campaign_5,facebook,email
CLK000515,CUST0191,,email,2023-11-06T10:44:05,Campaign_1,tiktok,organic
CLK000516,CUST0240,,email,2023-01-20T18:47:05,Campaign_6,facebook,cpc
CLK000517,CUST0135,,organic,2023-01-06T17:32:16,Campaign_3,newsletter,cpc
CLK000518,CUST0082,,organic,2023-06-15T05:30:28,Campaign_5,tiktok,cpc
CLK000519,CUST0097,,google_ads,2023-09-24T06:31:28,Campaign_1,tiktok,cpc
CLK000520,CUST0460,,google_ads,2023-12-14T14:13:15,Campaign_10,tiktok,email
CLK000521,CUST0169,,tiktok,2023-07-07T06:24:03,Campaign_4,google,organic
CLK000522,,jptAAOxrla,meta_ads,2023-07-28T06:09:30,Campaign_6,google,organic
CLK000523,CUST0432,,tiktok,2023-12-15T21:21:52,Campaign_1,google,cpm
CLK000524,CUST0169,,meta_ads,2023-04-09T05:07:28,Campaign_8,google,cpc
CLK000525,CUST0411,,organic,2023-08-03T17:00:27,Campaign_9,newsletter,organic
CLK000526,CUST0007,,tiktok,2023-02-17T09:54:46,Campaign_4,google,organic
CLK000527,CUST0045,,email,2023-01-10T12:28:35,Campaign_6,google,organic
CLK000528,CUST0053,,meta_ads,2023-01-09T13:40:03,Campaign_1,newsletter,organic
CLK000529,CUST0324,,google_ads,2023-04-17T17:46:22,Campaign_6,google,organic
CLK000530,CUST0220,,email,2023-08-23T10:57:36,Campaign_4,facebook,cpm
CLK000531,,yKhODUExAR,meta_ads,2023-01-17T07:51:44,Campaign_10,facebook,organic
CLK000532,CUST0092,,meta_ads,2023-08-23T01:51:14,Campaign_1,newsletter,cpc
CLK000533,CUST0188,,organic,2023-03-19T03:58:12,Campaign_7,google,email
CLK000534,CUST0042,,meta_ads,2023-04-28T03:45:48,Campaign_2,facebook,email
CLK000535,CUST0106,,email,2023-11-25T06:56:11,Campaign_5,google,cpm
CLK000536,CUST0331,,tiktok,2023-07-27T20:26:47,Campaign_2,facebook,email
CLK000537,CUST0200,,email,2023-04-22T12:34:04,Campaign_4,newsletter,organic
CLK000538,CUST0107,,organic,2023-05-16T21:43:05,Campaign_4,google,organic
CLK000539,CUST0462,,tiktok,2023-09-27T03:04:34,Campaign_10,tiktok,organic
CLK000540,,XCgbCqfpKP,google_ads,2023-07-27T10:15:49,Campaign_8,newsletter,email
CLK000541,CUST0400,,meta_ads,2023-04-04T03:35:46,Campaign_1,facebook,cpm
CLK000542,CUST0005,,tiktok,2023-03-02T10:48:19,Campaign_4,facebook,cpm
CLK000543,CUST0355,,email,2023-07-23T22:47:14,Campaign_4,google,email
CLK000544,CUST0003,,meta_ads,2023-05-06T23:35:18,Campaign_1,facebook,email
CLK000545,CUST0009,,tiktok,2023-01-03T05:45:33,Campaign_1,tiktok,cpm
CLK000546,CUST0397,,email,2023-12-23T02:11:28,Campaign_7,newsletter,email
CLK000547,CUST0264,,tiktok,2023-07-01T11:34:15,Campaign_1,newsletter,cpm
CLK000548,CUST0200,,google_ads,2023-10-14T16:43:43,Campaign_3,newsletter,organic
CLK000549,,yAvwvbkZkd,email,2023-10-28T20:04:08,Campaign_9,facebook,cpm
CLK000550,CUST0098,,google_ads,2023-08-08T03:06:01,Campaign_8,google,cpc
CLK000551,CUST0312,,email,2023-07-30T11:52:32,Campaign_3,tiktok,email
CLK000552,CUST0256,,google_ads,2023-09-03T00:27:27,Campaign_8,tiktok,cpc
CLK000553,CUST0269,,organic,2023-02-23T19:55:34,Campaign_2,google,email
CLK000554,CUST0430,,meta_ads,2023-06-06T19:21:45,Campaign_8,facebook,cpc
CLK000555,CUST0451,,organic,2023-07-31T10:34:34,Campaign_10,newsletter,cpc
CLK000556,CUST0008,,organic,2023-10-28T23:50:38,Campaign_7,google,cpm
CLK000557,CUST0250,,email,2023-01-19T05:36:11,Campaign_5,facebook,organic
CLK000558,,iItAbCdxgG,google_ads,2023-09-16T13:57:04,Campaign_10,newsletter,email
CLK000559,CUST0005,,meta_ads,2023-02-17T21:20:38,Campaign_1,google,cpm
CLK000560,CUST0136,,email,2023-10-09T12:22:34,Campaign_1,tiktok,organic
CLK000561,CUST0132,,email,2023-06-27T02:43:51,Campaign_9,google,organic
CLK000562,CUST0460,,email,2023-04-06T19:15:29,Campaign_4,tiktok,email
CLK000563,CUST0461,,tiktok,2023-07-29T09:34:44,Campaign_7,newsletter,cpm
CLK000564,CUST0199,,google_ads,2023-03-12T23:48:02,Campaign_2,facebook,cpc
CLK000565,CUST0344,,email,2023-09-25T02:13:44,Campaign_1,newsletter,email
CLK000566,CUST0383,,organic,2023-04-26T14:14:52,Campaign_1,tiktok,email
CLK000567,,HpHBLaKxiY,tiktok,2023-10-02T04:45:28,Campaign_4,newsletter,cpc
CLK000568,CUST0065,,organic,2023-10-13T10:15:24,Campaign_9,newsletter,cpc
CLK000569,CUST0148,,google_ads,2023-05-10T13:41:31,Campaign_6,newsletter,cpc
CLK000570,CUST0121,,organic,2023-03-19T18:48:20,Campaign_2,tiktok,cpm
CLK000571,CUST0499,,google_ads,2023-11-23T12:11:06,Campaign_8,tiktok,email
CLK000572,CUST0071,,tiktok,2023-07-06T14:20:24,Campaign_10,tiktok,organic
CLK000573,CUST0127,,meta_ads,2023-11-21T07:23:18,Campaign_2,newsletter,cpm
CLK000574,CUST0231,,meta_ads,2023-10-08T13:21:57,Campaign_1,tiktok,email
CLK000575,CUST0210,,organic,2023-02-22T09:00:32,Campaign_1,tiktok,cpc
CLK000576,,VwoVnafwpY,meta_ads,2023-02-15T09:04:00,Campaign_10,newsletter,organic
CLK000577,CUST0432,,organic,2023-05-14T04:28:32,Campaign_3,tiktok,organic
CLK000578,CUST0340,,tiktok,2023-02-28T03:12:09,Campaign_5,tiktok,email
CLK000579,CUST0206,,organic,2023-03-09T18:40:39,Campaign_10,facebook,cpc
CLK000580,CUST0238,,meta_ads,2023-02-22T12:48:54,Campaign_7,newsletter,organic
CLK000581,CUST0023,,organic,2023-09-16T17:30:04,Campaign_1,google,organic
CLK000582,CUST0397,,tiktok,2023-02-10T11:20:23,Campaign_4,facebook,email
CLK000583,CUST0368,,meta_ads,2023-08-05T08:31:56,Campaign_7,facebook,cpm
CLK000584,CUST0316,,meta_ads,2023-11-09T01:01:16,Campaign_4,newsletter,cpm
CLK000585,,iHnHMjvwel,organic,2023-05-25T19:54:58,Campaign_8,tiktok,cpc
CLK000586,CUST0287,,tiktok,2023-03-19T23:19:22,Campaign_8,google,organic
CLK000587,CUST0427,,email,2023-03-04T11:59:27,Campaign_7,facebook,email
CLK000588,CUST0119,,tiktok,2023-01-02T13:54:29,Campaign_7,google,cpc
CLK000589,CUST0374,,google_ads,2023-02-27T17:28:50,Campaign_7,newsletter,organic
CLK000590,CUST0438,,organic,2023-09-05T06:26:42,Campaign_1,newsletter,cpc
CLK000591,CUST0146,,email,2023-11-01T03:50:37,Campaign_1,google,cpc
CLK000592,CUST0025,,email,2023-02-11T07:31:49,Campaign_7,newsletter,organic
CLK000593,CUST0428,,email,2023-12-06T01:00:19,Campaign_6,tiktok,organic
CLK000594,,XWmcyAnuIT,tiktok,2023-12-01T20:14:42,Campaign_3,google,organic
CLK000595,CUST0093,,meta_ads,2023-05-12T23:51:46,Campaign_9,newsletter,cpm
CLK000596,CUST0029,,organic,2023-10-28T11:40:45,Campaign_4,facebook,cpc
CLK000597,CUST0211,,organic,2023-05-26T01:25:29,Campaign_7,google,cpc
CLK000598,CUST0384,,organic,2023-01-23T23:01:08,Campaign_9,newsletter,cpc
CLK000599,CUST0443,,google_ads,2023-11-13T00:50:06,Campaign_8,google,cpm
CLK000600,CUST0343,,tiktok,2023-01-01T08:39:44,Campaign_3,tiktok,cpc
CLK000601,CUST0487,,google_ads,2023-06-08T02:52:22,Campaign_5,facebook,cpm
CLK000602,CUST0235,,organic,2023-12-19T16:37:31,Campaign_5,facebook,organic
CLK000603,,RHNvhwJsSY,tiktok,2023-07-13T19:49:55,Campaign_8,tiktok,cpc
CLK000604,CUST0042,,organic,2023-01-06T18:38:02,Campaign_3,tiktok,organic
CLK000605,CUST0099,,email,2023-07-28T17:43:12,Campaign_8,tiktok,organic
CLK000606,CUST0307,,email,2023-07-11T16:09:40,Campaign_6,facebook,cpc
CLK000607,CUST0134,,google_ads,2023-09-19T09:47:59,Campaign_6,tiktok,cpm
CLK000608,CUST0493,,email,2023-10-14T12:22:38,Campaign_3,facebook,cpc
CLK000609,CUST0413,,google_ads,2023-06-05T02:21:47,Campaign_5,facebook,cpc
CLK000610,CUST0467,,meta_ads,2023-09-01T13:43:30,Campaign_3,newsletter,email
CLK000611,CUST0361,,tiktok,2023-04-25T12:46:55,Campaign_5,facebook,cpm
CLK000612,,OYEqJBXVKM,google_ads,2023-04-25T12:59:37,Campaign_8,newsletter,cpm
CLK000613,CUST0135,,organic,2023-10-07T09:01:51,Campaign_5,newsletter,cpm
CLK000614,CUST0403,,email,2023-03-23T23:29:40,Campaign_5,google,cpc
CLK000615,CUST0210,,organic,2023-09-01T19:41:51,Campaign_2,google,cpc
CLK000616,CUST0306,,email,2023-06-21T18:27:55,Campaign_9,tiktok,organic
CLK000617,CUST0089,,email,2023-07-17T05:37:01,Campaign_3,facebook,cpc
CLK000618,CUST0195,,tiktok,2023-02-20T22:15:42,Campaign_2,facebook,cpm
CLK000619,CUST0217,,tiktok,2023-07-16T11:31:15,Campaign_6,newsletter,cpc
CLK000620,CUST0496,,meta_ads,2023-04-21T08:48:12,Campaign_9,google,cpc
CLK000621,,rsDDsSBnnZ,organic,2023-05-17T00:49:41,Campaign_2,facebook,cpm
