payment_id,order_id,attempt_number,payment_provider,payment_method,status,amount,currency,created_at,processed_at,failure_reason
PAY000229,ORD00140,3,STRIPE,card,refunded,328.94,EUR,2023/06/30 18:31,2023-12-22T18:11:44,
PAY000230,ORD00787,1,adyen,apple_pay,refunded,151.92,AED,2023/04/22 19:47,2023-11-22T09:29:04,
PAY000231,ORD00014,3,stripe,bank_transfer,failed,473.04,EUR,2023/03/18 01:05,2023-09-21T04:25:39,
PAY000232,ORD00935,1,stripe,bank_transfer,refunded,487.28,EUR,2023/06/13 09:23,2023-10-04T07:38:45,
PAY000233,ORD00060,2,STRIPE,bank_transfer,refunded,327.57,EUR,2023/01/26 23:31,2023-02-18T13:17:09,insufficient_funds
PAY000234,ORD00590,1,stripe,bank_transfer,failed,243.63,USD,2023/06/07 23:27,2023-09-15T03:58:22,insufficient_funds
PAY000235,ORD00739,3,stripe,card,captured,130.49,AED,2023/02/14 05:24,2023-06-01T18:26:29,
PAY000236,ORD00561,3,paypal,card,refunded,318.31,EUR,2023/09/03 16:21,2023-06-16T01:18:57,
PAY000237,ORD00252,1,STRIPE,card,refunded,70.32,EUR,2023/08/16 11:48,2023-03-02T07:36:58,insufficient_funds
PAY000238,ORD00142,2,adyen,bank_transfer,partially_refunded,190.14,USD,2023/12/21 00:51,2023-07-13T09:30:42,insufficient_funds
PAY000239,ORD00293,1,adyen,card,authorized,29.62,AED,2023/04/06 02:05,2023-06-26T03:26:49,
PAY000240,ORD00792,1,STRIPE,card,authorized,111.52,EUR,2023/06/19 20:25,2023-05-14T19:42:53,
PAY000241,ORD00642,3,paypal,apple_pay,partially_refunded,112.26,EUR,2023/10/21 04:47,2023-07-27T22:02:04,
PAY000242,ORD00106,2,STRIPE,bank_transfer,refunded,212.24,AED,2023/01/28 19:09,,
PAY000243,ORD00350,1,STRIPE,card,authorized,58.2,EUR,2023/09/17 03:40,2023-12-05T04:25:38,insufficient_funds
PAY000244,ORD00398,2,STRIPE,bank_transfer,refunded,202.53,USD,2023/06/17 09:58,2023-06-22T20:47:09,
PAY000245,ORD00898,1,adyen,card,captured,249.05,EUR,2023/05/03 16:36,2023-05-15T03:36:20,
PAY000246,ORD00828,1,paypal,apple_pay,refunded,163.87,EUR,2023/08/27 07:07,2023-07-02T05:50:08,
PAY000247,ORD00267,3,paypal,bank_transfer,failed,298.45,USD,2023/03/05 22:59,2023-04-19T05:30:18,
PAY000248,ORD00592,2,adyen,card,authorized,160.35,AED,2023/02/23 15:05,2023-05-03T07:05:38,insufficient_funds
PAY000249,ORD00424,3,STRIPE,bank_transfer,refunded,170.23,AED,2023/12/27 17:07,2023-05-10T15:16:04,
PAY000250,ORD00147,3,stripe,apple_pay,captured,377.84,EUR,2023/10/04 02:38,2023-07-11T03:32:36,insufficient_funds
PAY000251,ORD00968,1,adyen,bank_transfer,authorized,310.81,AED,2023/10/30 00:00,2023-03-25T16:42:24,
PAY000252,ORD00899,2,STRIPE,card,captured,292.01,EUR,2023/06/19 17:56,2023-12-04T08:39:07,
PAY000253,ORD00381,1,STRIPE,card,captured,153.43,EUR,2023/06/29 05:12,2023-08-02T15:20:22,
PAY000254,ORD00707,3,stripe,apple_pay,failed,486.51,AED,2023/08/09 07:02,2023-06-30T01:26:52,
PAY000255,ORD00141,2,stripe,bank_transfer,failed,352.08,USD,2023/06/28 05:46,2023-01-10T09:48:55,
PAY000256,ORD00666,3,STRIPE,card,failed,231.86,AED,2023/11/23 13:31,2023-02-25T22:20:51,
PAY000257,ORD00198,2,STRIPE,bank_transfer,authorized,463.97,AED,2023/10/01 01:55,2023-04-15T18:01:49,
PAY000258,ORD00735,2,paypal,apple_pay,refunded,15.76,USD,2023/06/08 01:28,2023-09-02T17:19:55,
PAY000259,ORD00144,3,paypal,card,authorized,65.28,USD,2023/12/10 00:46,2023-11-05T06:31:20,
PAY000260,ORD00028,1,adyen,bank_transfer,failed,71.99,EUR,2023/10/28 07:04,2023-12-04T17:59:06,
PAY000261,ORD00210,1,paypal,apple_pay,partially_refunded,196.7,AED,2023/03/06 14:49,2023-09-26T11:44:08,
PAY000262,ORD00416,2,stripe,bank_transfer,captured,196.78,EUR,2023/09/06 14:18,2023-09-20T23:45:36,
PAY000263,ORD00940,2,paypal,bank_transfer,captured,21.77,EUR,2023/12/23 05:10,2023-06-12T20:13:11,
PAY000264,ORD00733,1,stripe,card,captured,138.16,EUR,2023/10/24 13:14,,
PAY000265,ORD00930,3,STRIPE,apple_pay,authorized,414.19,USD,2023/01/31 01:50,2023-02-12T01:15:14,
PAY000266,ORD00299,2,stripe,apple_pay,failed,395.67,AED,2023/10/05 19:57,2023-09-26T07:52:12,
PAY000267,ORD00658,1,stripe,card,partially_refunded,369.54,AED,2023/09/06 03:11,2023-10-22T02:50:49,
PAY000268,ORD00037,2,adyen,bank_transfer,authorized,40.01,USD,2023/04/16 14:39,2023-04-04T23:30:46,insufficient_funds
PAY000269,ORD00416,2,adyen,card,captured,418.48,USD,2023/07/22 21:30,2023-09-04T08:09:17,
PAY000270,ORD00282,3,STRIPE,apple_pay,failed,234.46,EUR,2023/07/16 09:20,2023-01-20T09:27:44,insufficient_funds
PAY000271,ORD00640,3,stripe,card,refunded,263.0,EUR,2023/05/29 03:12,2023-04-20T10:52:00,
PAY000272,ORD00499,2,adyen,card,authorized,481.41,AED,2023/01/15 10:44,2023-03-02T02:32:23,
PAY000273,ORD00810,3,stripe,apple_pay,partially_refunded,268.29,AED,2023/09/08 19:38,2023-10-01T03:05:02,
PAY000274,ORD00719,1,paypal,card,authorized,189.25,EUR,2023/06/14 18:41,2023-11-07T05:39:52,
PAY000275,ORD00433,1,stripe,bank_transfer,partially_refunded,240.31,EUR,2023/06/20 07:29,2023-05-19T08:28:14,
PAY000276,ORD00730,3,STRIPE,bank_transfer,captured,88.32,USD,2023/07/05 01:12,2023-12-04T18:59:06,insufficient_funds
PAY000277,ORD00329,1,adyen,bank_transfer,captured,193.71,EUR,2023/05/19 11:09,2023-09-07T23:00:31,
PAY000278,ORD00603,2,paypal,apple_pay,refunded,355.74,AED,2023/05/24 13:05,2023-04-06T21:24:10,
PAY000279,ORD00246,1,STRIPE,apple_pay,captured,200.07,AED,2023/02/25 03:46,2023-02-06T14:36:26,
PAY000280,ORD00796,3,paypal,apple_pay,partially_refunded,31.22,AED,2023/05/09 06:09,2023-07-29T11:48:48,
PAY000281,ORD00952,2,paypal,bank_transfer,refunded,306.33,USD,2023/01/02 16:04,2023-11-13T10:22:03,
PAY000282,ORD00208,1,STRIPE,bank_transfer,failed,110.21,EUR,2023/03/11 10:15,2023-07-06T00:30:32,
PAY000283,ORD00441,3,STRIPE,apple_pay,failed,44.12,EUR,2023/11/11 23:07,2023-10-14T20:44:20,
PAY000284,ORD00169,2,STRIPE,bank_transfer,failed,472.26,EUR,2023/02/11 08:36,2023-04-03T15:28:36,insufficient_funds
PAY000285,ORD00558,2,STRIPE,card,partially_refunded,458.89,EUR,2023/02/18 13:39,2023-12-11T02:07:43,
PAY000286,ORD00009,3,paypal,card,partially_refunded,433.86,USD,2023/07/07 21:09,,
PAY000287,ORD00481,2,stripe,card,partially_refunded,153.32,EUR,2023/02/19 19:34,2023-09-27T05:58:08,
PAY000288,ORD00669,3,paypal,card,authorized,392.31,USD,2023/01/04 08:20,2023-06-21T21:11:40,
PAY000289,ORD00150,1,stripe,card,failed,79.0,EUR,2023/09/20 04:43,2023-04-23T17:29:17,
PAY000290,ORD00910,3,stripe,apple_pay,refunded,425.9,AED,2023/09/15 04:17,2023-06-23T14:40:14,
PAY000291,ORD00097,3,paypal,card,partially_refunded,295.46,EUR,2023/02/12 01:46,2023-05-27T02:25:17,
PAY000292,ORD00625,2,adyen,apple_pay,refunded,387.14,EUR,2023/04/25 22:52,2023-01-16T19:16:34,
PAY000293,ORD00741,3,paypal,bank_transfer,captured,105.44,EUR,2023/01/07 05:51,2023-01-07T18:47:21,
PAY000294,ORD00376,1,STRIPE,apple_pay,captured,493.34,EUR,2023/09/22 22:06,2023-10-04T18:20:47,
PAY000295,ORD00800,2,STRIPE,bank_transfer,captured,72.32,USD,2023/08/14 00:54,2023-01-30T11:48:03,
PAY000296,ORD00250,3,stripe,apple_pay,authorized,187.3,EUR,2023/07/05 17:31,2023-09-18T21:16:28,
PAY000297,ORD00052,1,adyen,apple_pay,partially_refunded,66.0,EUR,2023/01/15 10:11,2023-10-17T09:58:08,
PAY000298,ORD00045,1,paypal,bank_transfer,captured,215.34,USD,2023/07/15 16:52,2023-01-13T16:45:19,insufficient_funds
PAY000299,ORD00358,3,STRIPE,bank_transfer,failed,423.9,EUR,2023/08/21 04:35,2023-06-26T23:33:54,
PAY000300,ORD00941,1,STRIPE,apple_pay,failed,258.72,AED,2023/03/22 09:31,2023-05-20T02:15:42,
PAY000301,ORD00092,3,STRIPE,card,failed,289.52,EUR,2023/08/10 10:02,2023-02-05T10:52:53,
PAY000302,ORD00394,1,paypal,bank_transfer,refunded,428.0,AED,2023/11/20 00:30,2023-04-04T05:34:09,
PAY000303,ORD00024,1,stripe,apple_pay,captured,410.47,EUR,2023/06/14 09:16,2023-05-22T16:48:30,insufficient_funds
PAY000304,ORD00531,1,adyen,apple_pay,partially_refunded,173.21,AED,2023/12/17 03:54,2023-03-06T15:23:27,
PAY000305,ORD00511,3,STRIPE,apple_pay,authorized,29.3,USD,2023/09/25 15:51,2023-12-08T23:35:52,
PAY000306,ORD00674,1,stripe,bank_transfer,refunded,335.39,USD,2023/04/29 03:17,2023-09-16T20:36:00,
PAY000307,ORD00809,1,adyen,card,partially_refunded,21.8,EUR,2023/04/19 15:57,2023-03-22T23:05:42,
PAY000308,ORD00508,1,paypal,bank_transfer,captured,367.52,AED,2023/09/28 07:52,,
PAY000309,ORD00241,2,paypal,bank_transfer,captured,196.88,AED,2023/10/24 04:12,2023-11-20T08:27:01,
PAY000310,ORD00832,1,stripe,card,authorized,363.97,AED,2023/01/21 08:32,2023-07-24T09:41:21,
PAY000311,ORD00603,1,stripe,bank_transfer,refunded,265.31,AED,2023/01/02 09:06,2023-11-11T09:28:50,
PAY000312,ORD00875,3,stripe,card,partially_refunded,325.41,USD,2023/05/11 11:01,2023-09-29T11:20:29,
PAY000313,ORD00067,2,STRIPE,bank_transfer,authorized,314.6,USD,2023/01/20 04:09,2023-12-25T15:17:37,
PAY000314,ORD00226,3,paypal,apple_pay,refunded,53.38,EUR,2023/06/02 23:29,2023-03-08T04:11:03,
PAY000315,ORD00659,1,stripe,card,captured,340.45,EUR,2023/07/21 21:56,2023-01-26T22:25:59,
PAY000316,ORD00886,3,adyen,apple_pay,failed,386.86,USD,2023/12/05 13:54,2023-05-15T22:46:21,
PAY000317,ORD00226,1,stripe,card,failed,343.63,USD,2023/09/19 21:20,2023-10-30T19:50:33,
PAY000318,ORD00009,3,paypal,apple_pay,captured,306.28,AED,2023/07/15 16:06,2023-04-23T17:00:30,
PAY000319,ORD00097,3,stripe,bank_transfer,failed,78.57,EUR,2023/08/24 12:05,2023-04-01T09:40:18,
PAY000320,ORD00418,3,adyen,bank_transfer,authorized,381.16,USD,2023/06/07 11:52,2023-11-12T11:07:59,
PAY000321,ORD00491,3,stripe,bank_transfer,refunded,244.57,USD,2023/09/13 14:53,2023-07-26T03:08:18,
PAY000322,ORD00982,1,paypal,card,refunded,276.93,AED,2023/09/16 22:43,2023-05-19T20:28:05,insufficient_funds
PAY000323,ORD00747,3,paypal,bank_transfer,captured,235.35,EUR,2023/03/08 18:12,2023-08-18T23:00:02,insufficient_funds
PAY000324,ORD00436,2,paypal,apple_pay,partially_refunded,417.09,AED,2023/01/05 08:19,2023-08-10T07:37:44,
PAY000325,ORD00200,2,paypal,card,refunded,494.86,EUR,2023/03/07 15:16,2023-03-14T17:24:06,
PAY000326,ORD00657,3,stripe,apple_pay,failed,294.58,USD,2023/11/10 23:03,2023-05-04T11:53:30,
PAY000327,ORD00109,1,adyen,apple_pay,partially_refunded,243.54,EUR,2023/03/01 03:28,2023-06-18T11:37:37,
PAY000328,ORD00618,2,paypal,apple_pay,authorized,279.03,USD,2023/12/21 05:42,2023-08-05T08:01:24,
PAY000329,ORD00760,3,stripe,apple_pay,authorized,462.9,AED,2023/12/30 03:27,2023-04-23T23:27:59,insufficient_funds
PAY000330,ORD00452,1,paypal,apple_pay,refunded,280.2,USD,2023/08/11 00:13,,insufficient_funds
PAY000331,ORD00843,1,adyen,apple_pay,failed,402.7,AED,2023/07/26 22:46,2023-06-21T10:09:26,insufficient_funds
PAY000332,ORD00117,2,paypal,card,authorized,437.79,EUR,2023/10/28 12:58,2023-01-17T22:15:33,insufficient_funds
PAY000333,ORD00618,1,adyen,apple_pay,partially_refunded,354.96,USD,2023/07/23 01:20,2023-06-23T16:15:34,
PAY000334,ORD00911,2,adyen,bank_transfer,refunded,496.28,AED,2023/04/01 10:55,2023-09-07T13:05:50,insufficient_funds
PAY000335,ORD00145,3,STRIPE,card,authorized,59.82,USD,2023/05/13 00:03,2023-09-04T01:46:02,insufficient_funds
PAY000336,ORD00660,3,paypal,bank_transfer,authorized,251.77,USD,2023/08/10 23:53,2023-10-20T21:58:57,
PAY000337,ORD00412,3,adyen,card,captured,89.4,USD,2023/06/08 11:31,2023-08-23T20:28:28,
PAY000338,ORD00122,3,stripe,apple_pay,captured,444.35,USD,2023/10/31 21:02,2023-07-13T14:07:19,
PAY000339,ORD00021,1,adyen,card,refunded,329.09,EUR,2023/02/23 22:34,2023-04-11T19:17:47,
PAY000340,ORD00588,2,adyen,card,refunded,473.14,AED,2023/09/04 15:09,2023-04-22T22:58:03,
PAY000341,ORD00715,2,paypal,bank_transfer,authorized,405.31,EUR,2023/04/29 11:30,2023-06-01T20:38:51,
PAY000342,ORD00985,3,adyen,apple_pay,refunded,135.3,AED,2023/05/28 17:51,2023-07-30T18:47:53,
PAY000343,ORD00808,1,adyen,bank_transfer,failed,134.04,EUR,2023/03/27 00:00,2023-04-09T19:02:55,
PAY000344,ORD00068,2,paypal,bank_transfer,refunded,449.2,AED,2023/09/15 08:26,2023-11-16T12:19:04,
PAY000345,ORD00950,3,STRIPE,bank_transfer,failed,258.27,EUR,2023/08/07 02:09,2023-10-15T22:26:09,
PAY000346,ORD00678,2,paypal,bank_transfer,captured,428.79,EUR,2023/03/25 19:43,2023-06-18T14:49:08,
PAY000347,ORD00850,2,adyen,card,captured,24.36,AED,2023/11/12 02:50,2023-06-28T22:15:04,
PAY000348,ORD00538,2,stripe,bank_transfer,partially_refunded,152.46,USD,2023/10/28 06:10,2023-12-10T05:48:57,
PAY000349,ORD00790,3,STRIPE,bank_transfer,failed,157.38,AED,2023/06/17 05:42,2023-08-20T21:01:49,
PAY000350,ORD00888,3,stripe,apple_pay,authorized,383.95,EUR,2023/05/04 22:28,2023-11-07T13:50:10,insufficient_funds
PAY000351,ORD00739,1,STRIPE,bank_transfer,failed,206.44,USD,2023/10/12 14:20,2023-11-16T12:24:56,insufficient_funds
PAY000352,ORD00469,1,adyen,card,partially_refunded,381.66,AED,2023/01/18 17:45,,
PAY000353,ORD00458,1,paypal,card,partially_refunded,164.22,AED,2023/11/03 05:03,2023-12-25T02:27:47,
PAY000354,ORD00644,3,stripe,card,partially_refunded,463.43,USD,2023/06/13 18:37,2023-02-23T11:31:29,
PAY000355,ORD00360,1,adyen,card,captured,347.67,AED,2023/01/02 21:21,2023-04-27T11:14:45,
PAY000356,ORD00024,3,STRIPE,bank_transfer,authorized,162.71,EUR,2023/03/30 03:34,2023-12-10T14:10:21,insufficient_funds
PAY000357,ORD00931,2,adyen,bank_transfer,captured,413.94,EUR,2023/08/29 22:55,2023-11-30T09:32:36,
PAY000358,ORD00339,1,stripe,bank_transfer,authorized,64.72,USD,2023/09/13 02:00,2023-05-17T22:24:12,
PAY000359,ORD00282,1,paypal,apple_pay,captured,443.61,EUR,2023/02/27 20:39,2023-08-03T03:03:13,
PAY000360,ORD00692,2,STRIPE,bank_transfer,failed,64.39,USD,2023/07/23 08:03,2023-05-22T03:51:16,
PAY000361,ORD00542,1,adyen,apple_pay,failed,177.69,USD,2023/04/11 19:07,2023-09-03T09:55:41,
PAY000362,ORD00011,1,stripe,bank_transfer,captured,168.85,USD,2023/07/05 02:34,2023-09-16T11:29:21,
PAY000363,ORD00312,2,adyen,apple_pay,captured,347.43,AED,2023/01/13 03:16,2023-12-25T18:29:55,
PAY000364,ORD00139,2,STRIPE,bank_transfer,authorized,213.71,USD,2023/04/07 02:24,2023-06-21T18:10:45,
PAY000365,ORD00098,1,stripe,bank_transfer,failed,416.92,EUR,2023/06/14 08:18,2023-10-07T06:53:14,
PAY000366,ORD00891,3,STRIPE,apple_pay,failed,442.66,USD,2023/10/20 12:52,2023-06-14T18:54:07,insufficient_funds
PAY000367,ORD00264,3,stripe,bank_transfer,refunded,202.2,USD,2023/08/17 19:19,2023-08-30T08:12:20,
PAY000368,ORD00435,3,STRIPE,card,partially_refunded,417.81,USD,2023/01/08 20:04,2023-11-03T20:15:43,
PAY000369,ORD00946,3,adyen,card,refunded,374.92,USD,2023/05/01 16:32,2023-05-11T07:53:45,insufficient_funds
PAY000370,ORD00338,3,STRIPE,card,refunded,225.95,AED,2023/11/09 04:13,2023-02-08T19:40:41,
PAY000371,ORD00976,1,adyen,card,partially_refunded,460.68,AED,2023/01/15 22:38,2023-04-30T20:08:28,
PAY000372,ORD00871,1,adyen,bank_transfer,captured,38.02,EUR,2023/08/25 01:10,2023-11-13T20:50:01,
PAY000373,ORD00305,2,stripe,bank_transfer,captured,280.96,AED,2023/04/03 06:05,2023-02-11T13:56:11,
PAY000374,ORD00136,2,adyen,apple_pay,refunded,195.51,USD,2023/08/24 11:51,,
PAY000375,ORD00113,3,adyen,apple_pay,partially_refunded,21.9,EUR,2023/09/02 04:00,2023-04-11T11:49:31,insufficient_funds
PAY000376,ORD00088,3,STRIPE,bank_transfer,failed,131.88,AED,2023/05/25 16:03,2023-03-29T09:22:27,
PAY000377,ORD00087,1,STRIPE,bank_transfer,partially_refunded,247.07,USD,2023/09/21 09:18,2023-09-07T12:41:27,insufficient_funds
PAY000378,ORD00017,2,STRIPE,bank_transfer,partially_refunded,66.2,AED,2023/12/30 13:20,2023-07-01T15:16:30,
PAY000379,ORD00400,2,stripe,apple_pay,captured,430.04,AED,2023/02/13 07:39,2023-11-23T22:38:16,
PAY000380,ORD00702,3,stripe,bank_transfer,authorized,368.27,EUR,2023/03/30 18:35,2023-11-15T11:51:26,
PAY000381,ORD00161,1,STRIPE,apple_pay,partially_refunded,450.95,EUR,2023/06/21 21:49,2023-03-26T14:20:01,
PAY000382,ORD00446,2,stripe,card,failed,77.09,AED,2023/09/23 00:50,2023-06-25T05:41:00,
PAY000383,ORD00453,3,adyen,apple_pay,partially_refunded,372.84,AED,2023/02/01 10:44,2023-05-25T22:06:15,
PAY000384,ORD00058,2,adyen,apple_pay,authorized,15.07,USD,2023/01/03 06:47,2023-02-20T20:22:33,
PAY000385,ORD00387,3,STRIPE,bank_transfer,refunded,281.93,USD,2023/12/11 11:56,2023-03-24T17:44:29,
PAY000386,ORD00318,3,adyen,card,captured,301.28,AED,2023/06/05 06:04,2023-06-25T18:26:09,
PAY000387,ORD00049,1,stripe,apple_pay,authorized,306.25,AED,2023/11/03 07:01,2023-03-21T21:24:24,
PAY000388,ORD00702,3,paypal,bank_transfer,failed,155.82,USD,2023/07/28 08:15,2023-10-04T02:50:43,
PAY000389,ORD00246,2,stripe,card,authorized,445.45,AED,2023/09/16 06:32,2023-02-21T07:50:36,
PAY000390,ORD00074,1,adyen,card,captured,129.84,EUR,2023/01/24 08:13,2023-02-09T01:11:39,
PAY000391,ORD00164,1,stripe,card,captured,272.35,AED,2023/03/07 15:44,2023-05-21T10:56:04,
PAY000392,ORD00178,1,STRIPE,bank_transfer,authorized,441.93,AED,2023/05/31 04:38,2023-07-23T02:27:04,insufficient_funds
PAY000393,ORD00799,3,paypal,card,refunded,422.14,USD,2023/07/28 17:35,2023-08-08T13:21:12,
PAY000394,ORD00697,1,paypal,card,refunded,304.11,EUR,2023/10/18 21:59,2023-07-18T04:09:39,
PAY000395,ORD00314,3,paypal,apple_pay,refunded,100.25,USD,2023/01/09 23:37,2023-05-18T07:40:50,insufficient_funds
PAY000396,ORD00264,3,stripe,card,refunded,457.53,EUR,2023/02/14 07:51,,
PAY000397,ORD00276,3,adyen,card,partially_refunded,420.6,EUR,2023/02/10 11:12,2023-03-12T00:32:56,
PAY000398,ORD00007,3,adyen,card,authorized,442.25,AED,2023/10/20 14:53,2023-02-01T06:20:42,
PAY000399,ORD00818,3,adyen,apple_pay,failed,468.02,EUR,2023/08/24 03:44,2023-07-03T13:03:11,insufficient_funds
PAY000400,ORD00405,2,adyen,apple_pay,authorized,304.02,EUR,2023/06/16 03:15,2023-07-13T14:30:31,insufficient_funds
PAY000401,ORD00450,2,stripe,bank_transfer,partially_refunded,255.23,USD,2023/11/25 17:33,2023-06-15T07:24:40,
PAY000402,ORD00363,2,stripe,card,refunded,384.81,EUR,2023/12/25 17:11,2023-10-29T12:12:42,
PAY000403,ORD00225,1,adyen,apple_pay,refunded,111.66,USD,2023/03/17 23:05,2023-07-31T10:50:01,
PAY000404,ORD00538,2,adyen,card,captured,367.42,USD,2023/09/24 22:56,2023-09-12T11:37:19,
PAY000405,ORD00780,2,paypal,card,failed,155.59,EUR,2023/12/10 23:45,2023-05-29T01:37:51,insufficient_funds
PAY000406,ORD00435,1,STRIPE,card,failed,476.2,USD,2023/01/28 19:31,2023-11-09T20:08:23,
PAY000407,ORD00798,1,adyen,card,authorized,193.55,EUR,2023/07/18 14:12,2023-03-30T01:35:44,insufficient_funds
PAY000408,ORD00407,3,paypal,card,refunded,138.35,USD,2023/11/23 21:23,2023-04-08T04:31:01,
PAY000409,ORD00387,3,paypal,bank_transfer,partially_refunded,452.17,USD,2023/03/26 01:27,2023-05-27T13:39:52,
PAY000410,ORD00799,1,stripe,card,failed,275.23,EUR,2023/09/23 05:11,2023-08-23T07:38:33,
PAY000411,ORD00234,2,STRIPE,bank_transfer,authorized,385.1,AED,2023/03/12 08:12,2023-10-18T00:51:59,
PAY000412,ORD00799,3,stripe,bank_transfer,captured,246.45,USD,2023/05/29 20:37,2023-05-09T02:14:36,
PAY000413,ORD00287,1,stripe,apple_pay,authorized,194.79,AED,2023/02/26 08:55,2023-08-13T20:45:32,insufficient_funds
PAY000414,ORD00557,2,STRIPE,card,partially_refunded,86.87,EUR,2023/02/18 04:29,2023-07-21T09:38:43,insufficient_funds
PAY000415,ORD00090,3,stripe,apple_pay,partially_refunded,388.61,EUR,2023/09/11 05:06,2023-01-21T17:59:16,
PAY000416,ORD00492,2,paypal,bank_transfer,partially_refunded,367.26,AED,2023/07/22 04:42,2023-09-12T19:56:14,
PAY000417,ORD00591,2,adyen,bank_transfer,partially_refunded,229.91,AED,2023/01/23 02:09,2023-05-03T14:45:33,insufficient_funds
PAY000418,ORD00890,1,stripe,apple_pay,authorized,64.09,AED,2023/11/28 12:45,,
PAY000419,ORD00344,2,adyen,bank_transfer,authorized,280.92,AED,2023/09/15 10:45,2023-02-09T14:45:35,
PAY000420,ORD00913,1,paypal,card,refunded,113.52,AED,2023/11/28 17:18,2023-12-03T00:46:59,
PAY000421,ORD00417,1,stripe,apple_pay,captured,416.25,USD,2023/08/20 14:38,2023-06-29T00:48:57,
PAY000422,ORD00376,2,paypal,card,refunded,60.64,AED,2023/04/29 11:37,2023-08-25T10:26:59,
PAY000423,ORD00500,3,stripe,card,partially_refunded,421.2,USD,2023/07/24 02:32,2023-11-28T06:01:45,
PAY000424,ORD00605,3,stripe,apple_pay,partially_refunded,489.23,USD,2023/09/28 23:01,2023-01-19T09:26:16,insufficient_funds
PAY000425,ORD00213,3,stripe,apple_pay,authorized,218.75,EUR,2023/05/16 04:08,2023-03-15T05:10:53,
PAY000426,ORD00713,1,stripe,apple_pay,captured,403.21,AED,2023/03/17 12:35,2023-06-13T17:31:09,
PAY000427,ORD00822,1,stripe,apple_pay,partially_refunded,431.88,EUR,2023/04/14 23:42,2023-08-13T15:02:19,insufficient_funds
PAY000428,ORD00869,1,adyen,bank_transfer,partially_refunded,419.05,USD,2023/07/04 22:42,2023-09-19T04:40:13,insufficient_funds
PAY000429,ORD00366,3,adyen,apple_pay,partially_refunded,390.5,AED,2023/03/29 08:17,2023-05-13T17:18:25,
PAY000430,ORD00926,1,stripe,card,refunded,426.8,AED,2023/03/26 14:17,2023-08-23T11:25:11,
PAY000431,ORD00149,2,adyen,card,refunded,406.27,USD,2023/11/20 17:57,2023-08-22T02:15:32,
PAY000432,ORD00189,2,stripe,bank_transfer,failed,417.71,EUR,2023/12/15 18:14,2023-03-11T17:05:59,
PAY000433,ORD00109,3,STRIPE,bank_transfer,captured,208.85,USD,2023/02/17 04:35,2023-09-28T09:10:48,
PAY000434,ORD00239,3,adyen,apple_pay,failed,57.86,USD,2023/10/08 21:54,2023-10-28T00:47:04,
PAY000435,ORD00326,1,stripe,apple_pay,refunded,116.64,USD,2023/08/23 05:22,2023-04-05T02:58:20,insufficient_funds
PAY000436,ORD00791,2,paypal,bank_transfer,failed,389.83,AED,2023/01/18 22:04,2023-09-10T16:08:42,
PAY000437,ORD00713,3,adyen,apple_pay,partially_refunded,273.81,USD,2023/09/02 12:38,2023-04-18T19:05:39,
PAY000438,ORD00033,3,STRIPE,bank_transfer,authorized,235.84,AED,2023/10/29 12:34,2023-12-13T10:22:18,insufficient_funds
PAY000439,ORD00667,1,paypal,apple_pay,partially_refunded,41.54,USD,2023/03/25 19:19,2023-08-30T10:39:52,
PAY000440,ORD00957,2,paypal,card,refunded,349.28,USD,2023/07/05 22:56,,
PAY000441,ORD00724,2,stripe,bank_transfer,captured,159.76,AED,2023/03/08 15:54,2023-09-09T00:19:08,insufficient_funds
PAY000442,ORD00872,2,stripe,bank_transfer,partially_refunded,267.35,AED,2023/03/31 03:24,2023-11-11T20:48:57,
PAY000443,ORD00422,3,STRIPE,card,captured,222.6,EUR,2023/12/17 05:16,2023-01-06T14:22:01,insufficient_funds
PAY000444,ORD00558,1,adyen,apple_pay,failed,92.42,AED,2023/12/05 21:21,2023-11-28T06:35:52,
PAY000445,ORD00686,3,stripe,card,failed,129.88,EUR,2023/01/03 20:15,2023-09-28T23:05:50,
PAY000446,ORD00450,2,adyen,bank_transfer,authorized,67.83,AED,2023/07/19 21:51,2023-06-15T08:42:45,
PAY000447,ORD00345,2,adyen,card,partially_refunded,403.33,EUR,2023/02/10 00:29,2023-04-30T23:25:47,
PAY000448,ORD00198,3,stripe,card,refunded,29.08,EUR,2023/11/19 15:47,2023-09-05T02:37:45,insufficient_funds
PAY000449,ORD00859,2,stripe,bank_transfer,partially_refunded,37.34,USD,2023/05/30 17:31,2023-12-01T00:30:25,insufficient_funds
PAY000450,ORD00924,1,stripe,bank_transfer,captured,165.97,EUR,2023/08/28 10:13,2023-04-14T18:11:03,insufficient_funds
PAY000451,ORD00592,3,STRIPE,card,captured,128.51,EUR,2023/10/04 04:09,2023-05-29T04:48:48,
PAY000452,ORD00680,2,STRIPE,card,partially_refunded,180.02,USD,2023/07/28 15:37,2023-05-30T00:33:39,insufficient_funds
PAY000453,ORD00257,1,stripe,bank_transfer,partially_refunded,393.39,USD,2023/08/25 10:42,2023-09-20T20:18:04,insufficient_funds
PAY000454,ORD00637,1,adyen,card,failed,330.32,USD,2023/04/25 04:48,2023-01-01T20:30:40,
PAY000455,ORD00690,1,STRIPE,apple_pay,refunded,103.74,EUR,2023/09/19 23:13,2023-07-20T22:26:45,
PAY000456,ORD00236,1,adyen,card,refunded,191.75,AED,2023/07/24 14:13,2023-05-29T01:29:51,
