order_item_id,order_id,product_sku,product_name,quantity,unit_price,line_discount
ITEM000424,ORD00123,SKU227,Product 29,2,122.28,11.82
ITEM000425,ORD00243,SKU690,Product 2,3,8.48,15.67
ITEM000426,ORD00590,SKU104,Product 30,3,30.56,19.34
ITEM000427,ORD00038,SKU646,Product 34,1,70.79,0.33
ITEM000428,ORD00482,SKU197,Product 27,3,58.56,15.07
ITEM000429,ORD00410,SKU181,Product 36,3,101.29,
ITEM000430,ORD00049,SKU502,Product 20,-1,101.2,12.82
ITEM000431,ORD00933,SKU224,Product 24,1,10.71,0.96
ITEM000432,ORD00011,SKU242,Product 7,3,172.97,14.49
ITEM000433,ORD00232,SKU274,Product 6,2,146.2,16.25
ITEM000434,ORD00836,SKU650,Product 1,1,55.64,15.7
ITEM000435,ORD00114,SKU149,Product 20,1,56.43,13.76
ITEM000436,ORD00811,SKU931,Product 25,3,141.24,18.5
ITEM000437,ORD00598,SKU571,Product 8,2,67.27,2.96
ITEM000438,ORD00599,SKU970,Product 27,-1,135.31,10.44
ITEM000439,ORD00247,SKU691,Product 31,-1,195.39,6.44
ITEM000440,ORD00749,,Product 31,2,22.9,15.32
ITEM000441,ORD00729,SKU184,Product 23,2,133.6,14.71
ITEM000442,ORD00211,SKU811,Product 5,1,194.49,
ITEM000443,ORD00062,SKU317,Product 1,2,96.29,7.7
ITEM000444,ORD00500,SKU207,Product 22,2,163.73,15.23
ITEM000445,ORD00527,SKU979,Product 21,3,143.16,13.11
ITEM000446,ORD00869,SKU616,Product 7,2,47.66,7.27
ITEM000447,ORD00999,SKU563,Product 40,2,157.1,3.76
ITEM000448,ORD00285,SKU533,Product 11,3,190.54,11.54
ITEM000449,ORD00105,SKU250,Product 30,1,150.28,4.81
ITEM000450,ORD00916,SKU571,Product 12,3,10.57,13.24
ITEM000451,ORD00464,SKU460,Product 17,1,185.75,1.68
ITEM000452,ORD00442,SKU317,Product 10,-1,102.93,10.16
ITEM000453,ORD00055,SKU551,Product 18,3,24.07,12.97
ITEM000454,ORD00750,SKU532,Product 13,3,41.94,3.53
ITEM000455,ORD00283,SKU642,Product 39,-1,106.13,
ITEM000456,ORD00112,SKU797,Product 4,2,192.0,4.39
ITEM000457,ORD00055,SKU136,Product 37,3,51.56,10.64
ITEM000458,ORD00283,SKU331,Product 40,-1,81.42,2.03
ITEM000459,ORD00752,SKU943,Product 45,3,101.56,3.42
ITEM000460,ORD00209,SKU455,Product 41,3,142.64,5.76
ITEM000461,ORD00004,SKU196,Product 12,-1,149.12,17.05
ITEM000462,ORD00705,SKU344,Product 11,3,137.88,3.33
ITEM000463,ORD00341,SKU566,Product 10,1,134.88,8.56
ITEM000464,ORD00022,SKU281,Product 17,1,38.29,15.21
ITEM000465,ORD00010,SKU708,Product 23,-1,118.72,9.77
ITEM000466,ORD00254,SKU583,Product 8,1,164.69,11.35
ITEM000467,ORD00298,SKU955,Product 15,2,152.22,15.51
ITEM000468,ORD00103,SKU411,Product 48,3,93.26,
ITEM000469,ORD00753,SKU459,Product 35,3,134.36,5.07
ITEM000470,ORD00470,SKU113,Product 23,3,143.48,17.83
ITEM000471,ORD00794,SKU779,Product 39,-1,26.99,13.72
ITEM000472,ORD00746,SKU755,Product 2,2,195.83,17.13
ITEM000473,ORD00676,SKU245,Product 23,-1,11.03,11.55
ITEM000474,ORD00713,SKU541,Product 24,2,150.15,3.88
ITEM000475,ORD00978,SKU486,Product 41,1,193.26,17.54
ITEM000476,ORD00696,SKU657,Product 29,2,56.74,13.58
ITEM000477,ORD00910,SKU439,Product 26,-1,189.33,5.52
ITEM000478,ORD00196,SKU142,Product 38,3,167.66,2.46
ITEM000479,ORD00815,SKU565,Product 37,3,61.24,19.39
ITEM000480,ORD00511,,Product 44,2,95.93,3.0
ITEM000481,ORD00990,SKU396,Product 40,2,64.21,
ITEM000482,ORD00296,SKU166,Product 19,1,93.5,4.35
ITEM000483,ORD00846,SKU707,Product 8,1,100.23,0.1
ITEM000484,ORD00361,SKU776,Product 1,1,54.03,7.0
ITEM000485,ORD00291,SKU904,Product 33,2,190.97,14.26
ITEM000486,ORD00147,SKU850,Product 13,-1,119.12,1.61
ITEM000487,ORD00225,SKU132,Product 31,3,53.5,13.57
ITEM000488,ORD00396,SKU532,Product 26,1,179.14,18.4
ITEM000489,ORD00612,SKU418,Product 12,-1,137.39,6.45
ITEM000490,ORD00593,SKU242,Product 44,2,53.75,8.33
ITEM000491,ORD00205,SKU408,Product 20,1,62.98,18.54
ITEM000492,ORD00473,SKU658,Product 12,-1,157.57,16.68
ITEM000493,ORD00099,SKU241,Product 34,-1,140.36,10.08
ITEM000494,ORD00702,SKU829,Product 23,-1,74.07,
ITEM000495,ORD00478,SKU530,Product 27,-1,10.4,11.18
ITEM000496,ORD00981,SKU885,Product 27,1,152.39,12.3
ITEM000497,ORD00310,SKU905,Product 16,3,29.82,10.87
ITEM000498,ORD00580,SKU998,Product 19,1,152.29,7.85
ITEM000499,ORD00413,SKU786,Product 1,-1,162.46,17.5
ITEM000500,ORD00472,SKU959,Product 4,1,15.67,16.6
ITEM000501,ORD00666,SKU209,Product 22,1,165.28,11.31
ITEM000502,ORD00708,SKU439,Product 4,1,149.39,13.49
ITEM000503,ORD00758,SKU834,Product 4,2,105.67,11.24
ITEM000504,ORD00991,SKU607,Product 9,2,179.54,12.79
ITEM000505,ORD00159,SKU408,Product 41,3,145.23,18.73
ITEM000506,ORD00825,SKU596,Product 40,2,27.37,0.0
ITEM000507,ORD00619,SKU223,Product 34,1,53.21,
ITEM000508,ORD00107,SKU585,Product 2,-1,81.19,18.52
ITEM000509,ORD00308,SKU514,Product 31,2,164.95,16.83
ITEM000510,ORD00560,SKU366,Product 40,-1,172.57,12.34
ITEM000511,ORD00443,SKU249,Product 41,1,41.04,16.37
ITEM000512,ORD00674,SKU346,Product 11,2,97.85,5.8
ITEM000513,ORD00684,SKU202,Product 38,-1,76.63,5.5
ITEM000514,ORD00396,SKU814,Product 7,-1,86.29,8.5
ITEM000515,ORD00029,SKU390,Product 30,1,115.02,0.22
ITEM000516,ORD00311,SKU134,Product 42,-1,13.31,18.14
ITEM000517,ORD00986,SKU242,Product 30,-1,59.0,19.64
ITEM000518,ORD00367,SKU612,Product 33,2,73.02,14.12
ITEM000519,ORD00400,SKU625,Product 5,2,132.9,7.04
ITEM000520,ORD00737,,Product 37,3,94.6,
ITEM000521,ORD00880,SKU905,Product 9,3,158.07,13.17
ITEM000522,ORD00946,SKU503,Product 5,-1,78.42,9.44
ITEM000523,ORD00675,SKU284,Product 37,3,30.24,6.48
ITEM000524,ORD00979,SKU694,Product 23,-1,18.18,0.59
ITEM000525,ORD00751,SKU262,Product 15,1,134.73,9.99
ITEM000526,ORD00696,SKU587,Product 21,2,196.36,16.17
ITEM000527,ORD00751,SKU914,Product 16,1,180.46,3.48
ITEM000528,ORD00914,SKU493,Product 49,-1,184.86,1.24
ITEM000529,ORD00257,SKU217,Product 3,1,91.1,7.49
ITEM000530,ORD00647,SKU960,Product 2,2,67.63,13.97
ITEM000531,ORD00387,SKU236,Product 41,2,43.16,9.82
ITEM000532,ORD00696,SKU392,Product 15,2,149.72,8.68
ITEM000533,ORD00542,SKU928,Product 13,1,118.51,
ITEM000534,ORD00645,SKU784,Product 7,2,11.48,2.81
ITEM000535,ORD00006,SKU468,Product 50,-1,115.82,17.29
ITEM000536,ORD00349,SKU289,Product 44,-1,42.08,4.15
ITEM000537,ORD00848,SKU585,Product 33,3,74.51,18.0
ITEM000538,ORD00874,SKU241,Product 5,-1,88.36,7.52
ITEM000539,ORD00073,SKU682,Product 6,2,157.57,5.96
ITEM000540,ORD00121,SKU610,Product 15,1,122.29,6.62
ITEM000541,ORD00230,SKU941,Product 19,3,81.13,7.16
ITEM000542,ORD00894,SKU992,Product 11,3,19.58,11.51
ITEM000543,ORD00874,SKU630,Product 40,3,82.85,1.13
ITEM000544,ORD00715,SKU213,Product 38,-1,187.7,19.7
ITEM000545,ORD00669,SKU130,Product 3,3,87.17,4.01
ITEM000546,ORD00910,SKU883,Product 4,2,44.83,
ITEM000547,ORD00837,SKU851,Product 22,1,50.95,1.46
ITEM000548,ORD00971,SKU677,Product 40,1,72.44,1.42
ITEM000549,ORD00427,SKU712,Product 48,1,178.07,9.58
ITEM000550,ORD00133,SKU377,Product 47,1,25.29,9.93
ITEM000551,ORD00231,SKU765,Product 23,-1,98.13,15.63
ITEM000552,ORD00898,SKU333,Product 2,1,10.14,15.64
ITEM000553,ORD00201,SKU647,Product 39,-1,137.98,14.76
ITEM000554,ORD00566,SKU593,Product 4,-1,154.31,13.91
ITEM000555,ORD00441,SKU818,Product 28,2,27.54,2.36
ITEM000556,ORD00631,SKU476,Product 23,2,71.91,18.36
ITEM000557,ORD00244,SKU337,Product 6,1,49.29,14.95
ITEM000558,ORD00910,SKU927,Product 35,1,198.23,0.3
ITEM000559,ORD00738,SKU355,Product 4,1,16.05,
ITEM000560,ORD00450,,Product 12,3,13.53,6.99
ITEM000561,ORD00671,SKU350,Product 19,2,123.19,9.57
ITEM000562,ORD00126,SKU772,Product 5,1,53.79,10.87
ITEM000563,ORD00507,SKU822,Product 48,3,180.04,17.18
ITEM000564,ORD00455,SKU830,Product 20,3,157.14,5.85
ITEM000565,ORD00670,SKU350,Product 34,3,67.18,10.83
ITEM000566,ORD00107,SKU155,Product 23,-1,142.57,12.44
ITEM000567,ORD00287,SKU180,Product 14,2,169.08,10.42
ITEM000568,ORD00313,SKU859,Product 36,2,28.94,14.5
ITEM000569,ORD00807,SKU245,Product 3,2,141.18,13.0
ITEM000570,ORD00465,SKU216,Product 2,-1,168.08,5.41
ITEM000571,ORD00603,SKU493,Product 20,1,16.65,17.09
ITEM000572,ORD00394,SKU607,Product 2,-1,80.01,
ITEM000573,ORD00046,SKU329,Product 14,-1,40.96,8.62
ITEM000574,ORD00054,SKU776,Product 20,1,110.6,6.96
ITEM000575,ORD00027,SKU723,Product 49,3,184.93,18.15
ITEM000576,ORD00830,SKU871,Product 38,2,152.66,6.82
ITEM000577,ORD00850,SKU736,Product 28,-1,157.61,18.57
ITEM000578,ORD00771,SKU158,Product 7,-1,190.73,18.65
ITEM000579,ORD00295,SKU979,Product 35,-1,87.65,14.38
ITEM000580,ORD00788,SKU631,Product 17,2,192.26,9.35
ITEM000581,ORD00947,SKU343,Product 9,1,59.74,13.65
ITEM000582,ORD00281,SKU187,Product 16,3,70.82,7.89
ITEM000583,ORD00631,SKU380,Product 24,3,133.55,15.65
ITEM000584,ORD00830,SKU890,Product 39,1,29.24,11.37
ITEM000585,ORD00329,SKU956,Product 17,2,91.54,
ITEM000586,ORD00018,SKU550,Product 1,-1,12.22,7.17
ITEM000587,ORD00654,SKU964,Product 36,2,84.68,11.59
ITEM000588,ORD00082,SKU383,Product 40,3,190.89,8.81
ITEM000589,ORD00265,SKU884,Product 18,3,174.47,2.54
ITEM000590,ORD00646,SKU278,Product 10,1,50.37,13.09
ITEM000591,ORD00189,SKU800,Product 33,-1,118.08,0.84
ITEM000592,ORD00735,SKU333,Product 4,3,195.18,0.32
ITEM000593,ORD00866,SKU978,Product 23,1,122.11,6.99
ITEM000594,ORD00080,SKU619,Product 29,1,104.65,4.74
ITEM000595,ORD00334,SKU684,Product 24,-1,18.92,8.53
ITEM000596,ORD00290,SKU246,Product 2,3,123.36,7.21
ITEM000597,ORD00999,SKU517,Product 42,3,96.78,19.47
ITEM000598,ORD00637,SKU131,Product 11,3,13.7,
ITEM000599,ORD00953,SKU253,Product 38,1,25.72,4.23
ITEM000600,ORD00321,,Product 33,3,188.29,7.58
ITEM000601,ORD00597,SKU133,Product 43,2,79.31,19.96
ITEM000602,ORD00081,SKU179,Product 15,-1,110.1,2.42
ITEM000603,ORD00900,SKU640,Product 4,-1,133.54,10.41
ITEM000604,ORD00325,SKU375,Product 13,3,182.66,6.57
ITEM000605,ORD00819,SKU886,Product 24,2,93.89,14.96
ITEM000606,ORD00119,SKU809,Product 16,-1,147.9,17.6
ITEM000607,ORD00371,SKU181,Product 23,1,183.35,13.07
ITEM000608,ORD00620,SKU335,Product 29,-1,49.8,16.56
ITEM000609,ORD00129,SKU650,Product 16,-1,136.45,13.32
ITEM000610,ORD00621,SKU366,Product 19,3,66.2,1.63
ITEM000611,ORD00432,SKU617,Product 10,-1,128.36,
ITEM000612,ORD00792,SKU302,Product 12,-1,8.02,2.42
ITEM000613,ORD00270,SKU883,Product 36,-1,149.86,2.53
ITEM000614,ORD00035,SKU953,Product 28,1,139.56,19.8
ITEM000615,ORD00136,SKU627,Product 34,-1,181.33,7.09
ITEM000616,ORD00412,SKU813,Product 36,2,143.84,2.38
ITEM000617,ORD00919,SKU944,Product 22,1,198.86,0.9
ITEM000618,ORD00757,SKU463,Product 29,-1,128.01,14.81
ITEM000619,ORD00447,SKU396,Product 49,-1,141.52,14.67
ITEM000620,ORD00742,SKU884,Product 38,1,34.69,0.16
ITEM000621,ORD00608,SKU478,Product 44,-1,78.98,8.77
ITEM000622,ORD00521,SKU839,Product 38,3,189.23,1.94
ITEM000623,ORD00305,SKU605,Product 22,1,115.01,17.95
ITEM000624,ORD00594,SKU620,Product 28,3,67.95,
ITEM000625,ORD00327,SKU875,Product 12,2,13.18,18.9
ITEM000626,ORD00904,SKU848,Product 14,-1,106.23,11.5
ITEM000627,ORD00631,SKU421,Product 7,3,60.53,2.37
ITEM000628,ORD00281,SKU598,Product 29,2,177.64,5.77
ITEM000629,ORD00940,SKU365,Product 39,1,185.28,13.33
ITEM000630,ORD00145,SKU198,Product 14,2,10.33,18.05
ITEM000631,ORD00983,SKU652,Product 35,2,6.3,16.65
ITEM000632,ORD00027,SKU478,Product 14,3,188.65,11.42
ITEM000633,ORD00750,SKU555,Product 34,2,167.05,5.9
ITEM000634,ORD00113,SKU833,Product 46,1,91.66,8.65
ITEM000635,ORD00270,SKU188,Product 9,3,147.67,2.33
ITEM000636,ORD00363,SKU922,Product 6,2,146.84,6.54
ITEM000637,ORD00520,SKU443,Product 18,-1,127.97,
ITEM000638,ORD00526,SKU788,Product 50,1,142.83,6.3
ITEM000639,ORD00947,SKU139,Product 28,1,186.81,15.88
ITEM000640,ORD00326,,Product 13,1,190.09,12.55
ITEM000641,ORD00252,SKU240,Product 38,-1,175.06,4.4
ITEM000642,ORD00201,SKU371,Product 31,2,99.48,3.74
ITEM000643,ORD00509,SKU389,Product 9,2,128.78,1.77
ITEM000644,ORD00529,SKU977,Product 47,2,5.62,1.35
ITEM000645,ORD00572,SKU725,Product 14,2,12.57,13.76
ITEM000646,ORD00629,SKU489,Product 41,2,129.35,9.68
ITEM000647,ORD00673,SKU284,Product 20,2,175.63,13.36
ITEM000648,ORD00502,SKU915,Product 41,-1,121.58,10.87
ITEM000649,ORD00303,SKU198,Product 15,1,192.77,17.94
ITEM000650,ORD00783,SKU394,Product 27,-1,68.45,
ITEM000651,ORD00679,SKU535,Product 8,2,95.62,6.38
ITEM000652,ORD00117,SKU455,Product 45,-1,142.44,15.47
ITEM000653,ORD00496,SKU960,Product 32,-1,139.01,0.58
ITEM000654,ORD00275,SKU619,Product 14,-1,16.86,15.44
ITEM000655,ORD00268,SKU791,Product 21,-1,81.32,8.84
ITEM000656,ORD00409,SKU366,Product 4,3,99.67,4.38
ITEM000657,ORD00652,SKU938,Product 3,3,92.29,4.43
ITEM000658,ORD00897,SKU270,Product 35,2,157.01,2.21
ITEM000659,ORD00992,SKU728,Product 40,3,30.2,10.8
ITEM000660,ORD00974,SKU839,Product 2,-1,22.6,14.09
ITEM000661,ORD00935,SKU461,Product 50,1,132.71,10.37
ITEM000662,ORD00371,SKU648,Product 13,2,168.44,7.91
ITEM000663,ORD00736,SKU334,Product 19,2,182.58,
ITEM000664,ORD00340,SKU523,Product 14,2,188.3,0.72
ITEM000665,ORD00021,SKU873,Product 34,1,102.79,15.83
ITEM000666,ORD00044,SKU260,Product 19,3,9.73,12.63
ITEM000667,ORD00705,SKU353,Product 3,3,151.23,16.26
ITEM000668,ORD00387,SKU771,Product 26,2,164.57,17.53
ITEM000669,ORD00883,SKU186,Product 5,1,103.38,14.07
ITEM000670,ORD00751,SKU525,Product 2,1,149.82,10.83
ITEM000671,ORD00942,SKU255,Product 7,-1,42.89,12.11
ITEM000672,ORD00320,SKU903,Product 21,-1,104.91,0.47
ITEM000673,ORD00281,SKU569,Product 13,1,56.53,13.12
ITEM000674,ORD00483,SKU485,Product 19,-1,23.15,19.34
ITEM000675,ORD00575,SKU385,Product 31,3,181.99,10.66
ITEM000676,ORD00251,SKU491,Product 2,-1,146.87,
ITEM000677,ORD00975,SKU481,Product 49,1,93.19,11.56
ITEM000678,ORD00026,SKU506,Product 50,2,92.18,9.54
ITEM000679,ORD00112,SKU758,Product 20,3,33.04,12.6
ITEM000680,ORD00086,,Product 7,2,45.5,18.84
ITEM000681,ORD00608,SKU355,Product 6,2,83.62,16.76
ITEM000682,ORD00536,SKU840,Product 37,2,16.49,9.87
ITEM000683,ORD00422,SKU418,Product 48,3,167.69,0.73
ITEM000684,ORD00706,SKU678,Product 39,-1,174.93,5.36
ITEM000685,ORD00215,SKU873,Product 36,-1,111.39,6.26
ITEM000686,ORD00668,SKU341,Product 21,-1,143.23,10.29
ITEM000687,ORD00880,SKU857,Product 47,1,184.64,8.51
ITEM000688,ORD00080,SKU484,Product 9,1,36.61,14.96
ITEM000689,ORD00171,SKU302,Product 29,1,12.62,
ITEM000690,ORD00435,SKU607,Product 11,-1,32.27,17.48
ITEM000691,ORD00429,SKU508,Product 1,3,27.93,19.91
ITEM000692,ORD00738,SKU792,Product 18,3,124.94,7.43
ITEM000693,ORD00666,SKU269,Product 10,3,107.03,4.09
ITEM000694,ORD00629,SKU831,Product 24,3,97.06,4.21
ITEM000695,ORD00339,SKU864,Product 47,2,37.03,14.3
ITEM000696,ORD00486,SKU110,Product 21,-1,39.95,9.41
ITEM000697,ORD00011,SKU105,Product 20,2,43.86,1.88
ITEM000698,ORD00470,SKU438,Product 7,1,126.87,11.89
ITEM000699,ORD00069,SKU458,Product 41,2,72.27,0.28
ITEM000700,ORD00198,SKU381,Product 19,-1,118.97,6.12
ITEM000701,ORD00640,SKU885,Product 26,3,114.42,12.83
ITEM000702,ORD00208,SKU179,Product 38,2,25.08,
ITEM000703,ORD00222,SKU386,Product 12,3,114.91,2.53
ITEM000704,ORD00535,SKU701,Product 42,-1,69.38,15.44
ITEM000705,ORD00607,SKU719,Product 18,-1,45.81,0.05
ITEM000706,ORD00238,SKU321,Product 6,2,32.95,9.51
ITEM000707,ORD00001,SKU431,Product 5,1,31.71,16.14
ITEM000708,ORD00436,SKU780,Product 31,3,64.0,15.2
ITEM000709,ORD00247,SKU673,Product 26,-1,155.91,14.12
ITEM000710,ORD00364,SKU419,Product 34,3,108.48,17.67
ITEM000711,ORD00863,SKU319,Product 11,3,143.71,16.8
ITEM000712,ORD00574,SKU552,Product 32,3,138.65,11.16
ITEM000713,ORD00446,SKU767,Product 23,2,9.93,7.31
ITEM000714,ORD00478,SKU889,Product 43,3,147.06,4.28
ITEM000715,ORD00574,SKU997,Product 13,-1,77.97,
ITEM000716,ORD00956,SKU865,Product 1,2,91.21,10.52
ITEM000717,ORD00006,SKU700,Product 20,3,23.35,7.38
ITEM000718,ORD00260,SKU614,Product 1,3,11.54,5.5
ITEM000719,ORD00491,SKU507,Product 3,3,58.46,1.14
ITEM000720,ORD00586,,Product 2,-1,199.46,12.64
ITEM000721,ORD00503,SKU277,Product 31,1,12.45,0.58
ITEM000722,ORD00916,SKU830,Product 10,2,174.83,2.63
ITEM000723,ORD00430,SKU954,Product 8,1,91.46,14.21
ITEM000724,ORD00322,SKU199,Product 35,3,196.76,3.88
ITEM000725,ORD00629,SKU855,Product 2,3,168.27,16.96
ITEM000726,ORD00325,SKU826,Product 11,3,105.69,18.81
ITEM000727,ORD00413,SKU526,Product 43,1,17.67,16.5
ITEM000728,ORD00514,SKU251,Product 47,3,21.37,
ITEM000729,ORD00455,SKU145,Product 18,2,139.3,8.19
ITEM000730,ORD00651,SKU864,Product 1,3,58.38,7.01
ITEM000731,ORD00350,SKU577,Product 37,1,115.41,9.26
ITEM000732,ORD00120,SKU192,Product 12,1,41.2,11.82
ITEM000733,ORD00989,SKU120,Product 50,2,158.8,4.35
ITEM000734,ORD00384,SKU571,Product 6,2,65.02,13.62
ITEM000735,ORD00966,SKU985,Product 13,2,65.54,7.59
ITEM000736,ORD00294,SKU282,Product 18,2,115.18,8.28
ITEM000737,ORD00856,SKU292,Product 18,2,39.54,5.9
ITEM000738,ORD00715,SKU550,Product 17,1,100.53,11.57
ITEM000739,ORD00358,SKU890,Product 42,-1,166.75,13.74
ITEM000740,ORD00175,SKU137,Product 38,-1,35.36,11.37
ITEM000741,ORD00720,SKU544,Product 23,3,45.45,
ITEM000742,ORD00717,SKU615,Product 36,3,22.7,15.47
ITEM000743,ORD00265,SKU323,Product 30,3,11.13,2.31
ITEM000744,ORD00675,SKU746,Product 12,-1,32.26,11.74
ITEM000745,ORD00382,SKU677,Product 25,1,67.86,2.09
ITEM000746,ORD00368,SKU990,Product 1,2,87.17,6.69
ITEM000747,ORD00664,SKU202,Product 12,3,64.72,9.34
ITEM000748,ORD00191,SKU870,Product 2,-1,162.8,9.13
ITEM000749,ORD00590,SKU811,Product 28,-1,97.35,4.87
ITEM000750,ORD00741,SKU482,Product 39,3,99.1,8.02
ITEM000751,ORD00042,SKU998,Product 15,1,87.09,15.48
ITEM000752,ORD00977,SKU691,Product 26,1,36.99,3.33
ITEM000753,ORD00308,SKU711,Product 45,2,190.54,11.36
ITEM000754,ORD00143,SKU233,Product 43,3,158.77,
ITEM000755,ORD00056,SKU192,Product 20,2,161.29,9.17
ITEM000756,ORD00170,SKU571,Product 1,2,44.08,3.44
ITEM000757,ORD00315,SKU182,Product 12,2,172.26,8.73
ITEM000758,ORD00742,SKU350,Product 10,3,5.96,3.19
ITEM000759,ORD00103,SKU582,Product 36,-1,141.26,18.26
ITEM000760,ORD00685,,Product 25,-1,142.71,15.26
ITEM000761,ORD00099,SKU496,Product 9,3,153.79,2.67
ITEM000762,ORD00792,SKU434,Product 19,-1,121.4,10.68
ITEM000763,ORD00356,SKU600,Product 43,1,48.23,12.17
ITEM000764,ORD00787,SKU340,Product 24,3,71.27,16.46
ITEM000765,ORD00626,SKU713,Product 49,-1,183.34,12.91
ITEM000766,ORD00142,SKU611,Product 13,1,46.19,8.71
ITEM000767,ORD00348,SKU493,Product 42,2,88.01,
ITEM000768,ORD00292,SKU418,Product 25,-1,11.79,19.17
ITEM000769,ORD00432,SKU283,Product 11,-1,138.06,16.68
ITEM000770,ORD00477,SKU925,Product 6,3,138.78,2.03
ITEM000771,ORD00884,SKU514,Product 1,2,67.21,11.49
ITEM000772,ORD00394,SKU802,Product 30,1,99.8,19.2
ITEM000773,ORD00412,SKU532,Product 50,1,64.08,5.17
ITEM000774,ORD00650,SKU218,Product 39,-1,102.9,15.62
ITEM000775,ORD00730,SKU443,Product 35,3,26.78,3.58
ITEM000776,ORD00435,SKU644,Product 49,-1,174.71,1.6
ITEM000777,ORD00008,SKU445,Product 46,3,43.53,16.26
ITEM000778,ORD00746,SKU993,Product 30,-1,14.47,5.63
ITEM000779,ORD00125,SKU988,Product 32,-1,76.59,17.78
ITEM000780,ORD00703,SKU478,Product 17,-1,70.81,
ITEM000781,ORD00304,SKU885,Product 2,3,39.85,7.14
ITEM000782,ORD00018,SKU557,Product 21,3,129.02,11.92
ITEM000783,ORD00366,SKU849,Product 3,-1,53.48,1.68
ITEM000784,ORD00097,SKU229,Product 47,2,128.42,8.62
ITEM000785,ORD00282,SKU453,Product 30,2,184.16,18.07
ITEM000786,ORD00955,SKU850,Product 34,-1,12.92,6.53
ITEM000787,ORD00040,SKU250,Product 39,1,79.47,19.61
ITEM000788,ORD00081,SKU445,Product 41,3,87.39,0.45
ITEM000789,ORD00974,SKU864,Product 17,1,168.19,8.67
ITEM000790,ORD00120,SKU912,Product 13,3,199.01,12.31
ITEM000791,ORD00553,SKU974,Product 16,1,77.98,9.46
ITEM000792,ORD00779,SKU547,Product 18,2,58.99,13.43
ITEM000793,ORD00620,SKU508,Product 12,3,58.17,
ITEM000794,ORD00417,SKU312,Product 2,-1,133.16,5.5
ITEM000795,ORD00474,SKU713,Product 41,3,23.94,4.5
ITEM000796,ORD00727,SKU432,Product 15,1,124.22,14.56
ITEM000797,ORD00624,SKU946,Product 30,-1,128.78,6.58
ITEM000798,ORD00399,SKU587,Product 36,1,71.88,6.39
ITEM000799,ORD00843,SKU555,Product 10,-1,171.6,9.98
ITEM000800,ORD00546,,Product 45,2,136.23,5.11
ITEM000801,ORD00034,SKU776,Product 37,1,128.12,11.23
ITEM000802,ORD00354,SKU185,Product 14,3,64.29,15.02
ITEM000803,ORD00463,SKU790,Product 30,1,35.4,11.7
ITEM000804,ORD00640,SKU460,Product 37,-1,86.0,15.3
ITEM000805,ORD00770,SKU390,Product 36,-1,197.99,7.51
ITEM000806,ORD00551,SKU234,Product 25,1,23.91,
ITEM000807,ORD00224,SKU316,Product 8,3,39.83,3.18
ITEM000808,ORD00797,SKU852,Product 26,-1,73.64,4.36
ITEM000809,ORD00923,SKU713,Product 18,3,155.25,12.61
ITEM000810,ORD00681,SKU803,Product 41,3,102.95,10.65
ITEM000811,ORD00231,SKU979,Product 26,-1,152.58,5.73
ITEM000812,ORD00947,SKU560,Product 11,2,83.01,0.07
ITEM000813,ORD00850,SKU442,Product 49,-1,132.96,13.67
ITEM000814,ORD00101,SKU492,Product 38,-1,194.98,8.21
ITEM000815,ORD00652,SKU129,Product 40,2,32.02,12.4
ITEM000816,ORD00083,SKU713,Product 37,-1,189.37,6.5
ITEM000817,ORD00256,SKU270,Product 37,-1,138.45,19.04
ITEM000818,ORD00024,SKU860,Product 39,-1,112.65,17.27
ITEM000819,ORD00871,SKU265,Product 30,3,146.0,
ITEM000820,ORD00246,SKU279,Product 31,2,67.93,5.86
ITEM000821,ORD00916,SKU131,Product 14,-1,94.54,13.67
ITEM000822,ORD00455,SKU347,Product 12,-1,102.54,2.22
ITEM000823,ORD00619,SKU957,Product 22,2,52.75,14.44
ITEM000824,ORD00072,SKU107,Product 48,1,137.99,8.13
ITEM000825,ORD00533,SKU581,Product 25,1,157.69,19.15
ITEM000826,ORD00905,SKU833,Product 35,1,144.58,12.14
ITEM000827,ORD00547,SKU831,Product 2,-1,98.76,14.52
ITEM000828,ORD00300,SKU931,Product 26,1,75.86,14.33
ITEM000829,ORD00524,SKU744,Product 42,-1,88.57,2.48
ITEM000830,ORD00150,SKU967,Product 17,1,145.79,7.33
ITEM000831,ORD00673,SKU447,Product 10,2,160.13,4.2
ITEM000832,ORD00100,SKU437,Product 42,1,94.36,
ITEM000833,ORD00727,SKU603,Product 49,2,152.61,6.85
ITEM000834,ORD00706,SKU555,Product 22,-1,141.41,11.36
ITEM000835,ORD00609,SKU136,Product 49,2,33.86,5.77
ITEM000836,ORD00227,SKU479,Product 37,3,144.19,6.13
ITEM000837,ORD00734,SKU262,Product 37,3,97.68,8.8
ITEM000838,ORD00302,SKU258,Product 48,2,33.57,5.85
ITEM000839,ORD00394,SKU363,Product 41,2,10.46,4.23
ITEM000840,ORD00311,,Product 10,1,55.59,14.42
ITEM000841,ORD00764,SKU991,Product 34,-1,98.01,18.0
ITEM000842,ORD00996,SKU452,Product 42,2,119.49,10.02
ITEM000843,ORD00536,SKU483,Product 25,-1,131.43,17.42
ITEM000844,ORD00494,SKU279,Product 31,-1,7.78,18.94
ITEM000845,ORD00351,SKU330,Product 20,2,48.74,
ITEM000846,ORD00285,SKU723,Product 50,1,131.75,7.13
